Code,Name,Country,Exchange,Currency,Type
AEHR,Aehr Test Systems,USA,NASDAQ,USD,Common Stock
AEI,Alset EHome International Inc,USA,NASDAQ,USD,Common Stock
AEIS,"Advanced Energy Industries, Inc",USA,NASDAQ,USD,Common Stock
AEL,American Equity Investment Life Holding Company,USA,NYSE,USD,Common Stock
AEL-PA,American Equity Investment Life Holding Company,USA,NYSE,USD,Common Stock
AELIY,Anadolu Hayat Emeklilik Anonim Sirketi,USA,OTCGREY,USD,Common Stock
AELTF,Adacel Technologies Limited,USA,PINK,USD,Common Stock
AEM,Agnico Eagle Mines Limited,USA,NYSE,USD,Common Stock
AEMC,"Archer Entertainment Media Communications, Inc",USA,PINK,USD,Common Stock
AEMD,"Aethlon Medical, Inc",USA,NASDAQ,USD,Common Stock
AEMMF,A2A S.p.A,USA,OTCGREY,USD,Common Stock
AEMMY,A2A S.p.A,USA,PINK,USD,Common Stock
AENG,"Advanced Engine Technologies, Inc",USA,OTCCE,USD,Common Stock
AENZ,Aenza S.A.A,USA,NYSE,USD,Common Stock
AEO,"American Eagle Outfitters, Inc",USA,NYSE,USD,Common Stock
AEOJF,"AEON Financial Service Co., Ltd",USA,OTCGREY,USD,Common Stock
AEOMF,Aeon Metals Limited,USA,OTCGREY,USD,Common Stock
AEOXF,Aeroports de Paris SA,USA,PINK,USD,Common Stock
AEP,"American Electric Power Company, Inc",USA,NASDAQ,USD,Common Stock
AEPLF,Anglo-Eastern Plantations Plc,USA,PINK,USD,Common Stock
AEPPL,"American Electric Power Company, Inc. Corporate Unit",USA,NASDAQ,USD,Common Stock
AEPPZ,"American Electric Power Company, Inc",USA,NASDAQ,USD,Common Stock
AEPT,"American Energy Partners, Inc",USA,PINK,USD,Common Stock
AEPTD,"American Energy Partners, Inc",USA,PINK,USD,Common Stock
AER,AerCap Holdings N.V,USA,NYSE,USD,Common Stock
AERG,"Applied Energetics, Inc",USA,OTCQB,USD,Common Stock
AERI,"Aerie Pharmaceuticals, Inc",USA,NASDAQ,USD,Common Stock
AERN,"AER Energy Resources, Inc",USA,OTCCE,USD,Common Stock
AERO,"Aerogrow International, Inc",USA,NASDAQ,USD,Common Stock
AERS,"Aerius International, Inc",USA,PINK,USD,Common Stock
AES,The AES Corporation,USA,NYSE,USD,Common Stock
AESC,The AES Corporation,USA,NYSE,USD,Common Stock
AESE,Allied Esports Entertainment Inc,USA,NASDAQ,USD,Common Stock
AESEW,Allied Esports Entertainment Inc,USA,PINK,USD,Common Stock
AESO,"Atlantic Energy Solutions, Inc",USA,PINK,USD,Common Stock
AESUU,The AES Corporation,USA,PINK,USD,Common Stock
AETLF,Aeris Environmental Ltd,USA,OTCGREY,USD,Common Stock
AETUF,ARC Resources Ltd,USA,PINK,USD,Common Stock
AEVA,"Aeva Technologies, Inc",USA,NYSE,USD,Common Stock
AEVA-WS,AEVA-WS,USA,NYSE,USD,Common Stock
AEXAF,Atos SE,USA,PINK,USD,Common Stock
AEXAY,Atos SE,USA,PINK,USD,Common Stock
AEXE,Aim Exploration Inc,USA,PINK,USD,Common Stock
AEXFF,Aminex PLC,USA,PINK,USD,Common Stock
AEY,"ADDvantage Technologies Group, Inc",USA,NASDAQ,USD,Common Stock
AEYE,"AudioEye, Inc",USA,NASDAQ,USD,Common Stock
AEZS,Aeterna Zentaris Inc,USA,NASDAQ,USD,Common Stock
AFAP,"AFA Protective Systems, Inc",USA,PINK,USD,Common Stock
AFAQU,AF Acquisition Corp. Units,USA,NASDAQ,USD,Common Stock
AFBA,Allied First Bancorp Inc,USA,PINK,USD,Common Stock
AFBG,"American Fiber Green Products, Inc",USA,PINK,USD,Common Stock
AFBI,"Affinity Bancshares, Inc",USA,NASDAQ,USD,Common Stock
AFBOF,African Rainbow Minerals Limited,USA,PINK,USD,Common Stock
AFC,Allied Capital Corporation NT 6.875 2047,USA,NYSE,USD,Common Stock
AFCG,"AFC Gamma, Inc. Common Stock",USA,NASDAQ,USD,Common Stock
AFCJF,AFC Ajax NV,USA,OTCGREY,USD,Common Stock
AFCL,Amcor Financial Corporation,USA,OTCGREY,USD,Common Stock
AFDG,"African Discovery Group, Inc",USA,PINK,USD,Common Stock
AFFL,Affiliated Resources Corp,USA,PINK,USD,Common Stock
AFFN,"Affinity Networks, Inc",USA,PINK,USD,Common Stock
AFFS,"AmTrust Financial Services, Inc",USA,OTCMKTS,USD,Common Stock
AFFU,Affluence Corporation,USA,PINK,USD,Common Stock
AFFY,"Affymax, Inc",USA,PINK,USD,Common Stock
AFG,"American Financial Group, Inc",USA,NYSE,USD,Common Stock
AFGB,American Financial Group Inc,USA,NYSE,USD,Common Stock
AFGC,"American Financial Group, Inc",USA,NYSE,USD,Common Stock
AFGD,"American Financial Group, Inc",USA,NYSE,USD,Common Stock
AFGE,"American Financial Group, Inc",USA,NYSE,USD,Common Stock
AFGVY,Agfa-Gevaert NV,USA,PINK,USD,Common Stock
AFGYF,AFC Energy plc,USA,PINK,USD,Common Stock
AFHBL,"Atlas Financial Holdings, Inc",USA,PINK,USD,Common Stock
AFHFF,AFH Financial Group Plc,USA,PINK,USD,Common Stock
AFHIF,"Atlas Financial Holdings, Inc",USA,NASDAQ,USD,Common Stock
AFI,"Armstrong Flooring, Inc",USA,NYSE,USD,Common Stock
AFIB,"Acutus Medical, Inc",USA,NASDAQ,USD,Common Stock
AFIN,"American Finance Trust, Inc",USA,NASDAQ,USD,Common Stock
AFINO,"American Finance Trust, Inc",USA,NASDAQ,USD,Common Stock
AFINP,"American Finance Trust, Inc",USA,NASDAQ,USD,Common Stock
AFIPA,AMFI Corp,USA,PINK,USD,Common Stock
AFL,Aflac Incorporated,USA,NYSE,USD,Common Stock
AFLYY,Air France-KLM SA,USA,PINK,USD,Common Stock
AFMD,Affimed N.V,USA,NASDAQ,USD,Common Stock
AFMJF,Alphamin Resources Corp,USA,PINK,USD,Common Stock
AFML,Aerofoam Metals Inc,USA,PINK,USD,Common Stock
AFNL,AmFin Financial Corporation,USA,PINK,USD,Common Stock
AFOM,All For One Media Corp,USA,PINK,USD,Common Stock
AFPW,AlumiFuel Power Corporation,USA,PINK,USD,Common Stock
AFRAF,Air France-KLM SA,USA,PINK,USD,Common Stock
AFRM,"Affirm Holdings, Inc",USA,NASDAQ,USD,Common Stock
AFRMF,Alphaform AG,USA,PINK,USD,Common Stock
AFSIA,"AmTrust Financial Services, Inc",USA,PINK,USD,Common Stock
AFSIB,"AmTrust Financial Services, Inc",USA,PINK,USD,Common Stock
AFSIC,"AmTrust Financial Services, Inc",USA,PINK,USD,Common Stock
AFSIM,"AmTrust Financial Services, Inc",USA,PINK,USD,Common Stock
AFSIN,AFSIN,USA,PINK,USD,Common Stock
AFSIP,"AmTrust Financial Services, Inc",USA,PINK,USD,Common Stock
AFTC,"Alternative Fuel Technologies, Inc",USA,PINK,USD,Common Stock
AFTM,"AfterMaster, Inc",USA,PINK,USD,Common Stock
AFTPF,Afterpay Limited,USA,PINK,USD,Common Stock
AFTPY,Afterpay Limited,USA,PINK,USD,Common Stock
AFTTF,AfriTin Mining Limited,USA,PINK,USD,Common Stock
AFXXF,ÅF Pöyry AB (publ),USA,PINK,USD,Common Stock
AFYA,Afya Limited,USA,NASDAQ,USD,Common Stock
AFYG,Affinity Gold Corporation,USA,PINK,USD,Common Stock
AG,First Majestic Silver Corp,USA,NYSE,USD,Common Stock
AGAC,African Gold Acquisition Corporation,USA,NYSE,USD,Common Stock
AGAC-U,AGAC-U,USA,NYSE,USD,Common Stock
AGAC-WS,AGAC-WS,USA,NYSE,USD,Common Stock
AGAUF,Arizona Gold Corp,USA,OTCQB,USD,Common Stock
AGBA,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock
AGBAR,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock
AGBAU,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock
AGBAW,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock
AGC,Altimeter Growth Corp,USA,NASDAQ,USD,Common Stock
AGCB,Altimeter Growth Corp. 2,USA,NYSE,USD,Common Stock
AGCBF,Amarillo Gold Corporation,USA,OTCQB,USD,Common Stock
AGCCF,Gensource Potash Corporation,USA,OTCGREY,USD,Common Stock
AGCO,AGCO Corporation,USA,NYSE,USD,Common Stock
AGCUU,Altimeter Growth Corp,USA,NASDAQ,USD,Common Stock
AGCWW,Altimeter Growth Corp,USA,NASDAQ,USD,Common Stock
AGCZ,Andes Gold Corporation,USA,PINK,USD,Common Stock
AGDXF,Antioquia Gold Inc,USA,PINK,USD,Common Stock
AGDY,"Agri Dynamics, Inc",USA,PINK,USD,Common Stock
AGE,"AgeX Therapeutics, Inc",USA,NYSE MKT,USD,Common Stock
AGEEF,Halo Collective Inc,USA,OTCQB,USD,Common Stock
AGEN,Agenus Inc,USA,NASDAQ,USD,Common Stock
AGESF,ageas SA/NV,USA,OTCGREY,USD,Common Stock
AGESY,ageas SA/NV,USA,PINK,USD,Common Stock
AGFAF,AgraFlora Organics International Inc,USA,PINK,USD,Common Stock
AGFMF,AGF Management Limited,USA,PINK,USD,Common Stock
AGFS,"AgroFresh Solutions, Inc",USA,NASDAQ,USD,Common Stock
AGFY,Agrify Corporation,USA,NASDAQ,USD,Common Stock
AGGFF,"African Gold Group, Inc",USA,OTCGREY,USD,Common Stock
AGGG,"Antilia Group, Corp",USA,OTCCE,USD,Common Stock
AGGHF,Agrios Global Holdings Ltd,USA,PINK,USD,Common Stock
AGGI,"Allied Energy, Inc",USA,PINK,USD,Common Stock
AGGKY,Aggreko Plc,USA,OTCGREY,USD,Common Stock
AGGL,"AgTech Global International, Inc",USA,PINK,USD,Common Stock
AGGRU,Agile Growth Corp.,USA,NASDAQ,USD,Common Stock
AGGX,Angiogenex Inc ,USA,PINK,USD,Common Stock
AGGZF,Ag Growth International Inc,USA,PINK,USD,Common Stock
AGHC,Aeon Global Health Corp,USA,PINK,USD,Common Stock
AGI,Alamos Gold Inc,USA,NYSE,USD,Common Stock
AGIN,"American Graphite Technologies, Inc",USA,PINK,USD,Common Stock
AGIO,"Agios Pharmaceuticals, Inc",USA,NASDAQ,USD,Common Stock
AGLAF,Aguila American Gold Limited,USA,OTCQB,USD,Common Stock
AGLDF,Austral Gold Limited,USA,PINK,USD,Common Stock
AGLE,"Aeglea BioTherapeutics, Inc",USA,NASDAQ,USD,Common Stock
AGLNF,AGL Energy Limited,USA,PINK,USD,Common Stock
AGLT,Angel Telecom AG,USA,PINK,USD,Common Stock
AGLXY,AGL Energy Limited,USA,PINK,USD,Common Stock
AGLY,"Agiliti, Inc",USA,PINK,USD,Common Stock
AGM,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Common Stock
AGM-A,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Common Stock
AGM-PE,Federal Agricultural Mortgage Corporation,USA,US,USD,Common Stock
AGMH,AGM Group Holdings Inc,USA,NASDAQ,USD,Common Stock
AGMJF,Algoma Central Corporation,USA,OTCGREY,USD,Common Stock
AGNC,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock
AGNCM,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock
AGNCN,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock
AGNCO,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock
AGNMF,Agronomics Limited,USA,OTCGREY,USD,Common Stock
AGNPF,Algernon Pharmaceuticals Inc,USA,OTCQB,USD,Common Stock
AGO,Assured Guaranty Ltd,USA,NYSE,USD,Common Stock
AGOAF,"Abengoa, S.A",USA,PINK,USD,Common Stock
AGOWF,"Abengoa, S.A. WT EXP 033125",USA,PINK,USD,Common Stock
AGPIF,Anglo Pacific Group plc,USA,OTCGREY,USD,Common Stock
AGPL,"Apple Green Holding, Inc",USA,PINK,USD,Common Stock
AGPPF,Anglo American Platinum Limited,USA,PINK,USD,Common Stock
AGPXX,Short-Term Investment Trust - Invesco Government & Agency Portfolio,USA,,USD,Common Stock
AGPYF,Agile Group Holdings Limited,USA,PINK,USD,Common Stock
AGPYY,Agile Group Holdings Limited,USA,PINK,USD,Common Stock
AGQPF,AGQPF,USA,PINK,USD,Common Stock
AGR,"Avangrid, Inc",USA,NYSE,USD,Common Stock
AGRDF,Minnova Corp,USA,OTCGREY,USD,Common Stock
AGREF,Argonaut Resources NL,USA,OTCGREY,USD,Common Stock
AGRIP,"AgriBank, FCB",USA,PINK,USD,Common Stock
AGRO,Adecoagro S.A,USA,NYSE,USD,Common Stock
AGRPF,Absa Group Limited,USA,OTCGREY,USD,Common Stock
AGRPY,Absa Group Limited,USA,PINK,USD,Common Stock
AGRS,"Agristar, Inc",USA,PINK,USD,Common Stock
AGRUF,AF Gruppen ASA,USA,OTCGREY,USD,Common Stock
AGRX,"Agile Therapeutics, Inc",USA,NASDAQ,USD,Common Stock
AGS,"PlayAGS, Inc",USA,NYSE,USD,Common Stock
AGSM,Stratabound Minerals Corp,USA,PINK,USD,Common Stock
AGSO,"AgriSolar Solutions, Inc",USA,PINK,USD,Common Stock
AGSVF,Argentum Silver Corp,USA,OTCGREY,USD,Common Stock
AGTAF,Agriterra Limited,USA,OTCGREY,USD,Common Stock
AGTC,Applied Genetic Technologies Corporation,USA,NASDAQ,USD,Common Stock
AGTEF,AGTech Holdings Limited,USA,PINK,USD,Common Stock
AGTK,"Agritek Holdings, Inc",USA,PINK,USD,Common Stock
AGTT,"Angstrom Technologies, Inc",USA,OTCCE,USD,Common Stock
AGTX,Agentix Corp,USA,PINK,USD,Common Stock
AGX,"Argan, Inc",USA,NYSE,USD,Common Stock
AGXKF,Anglo Asian Mining PLC,USA,PINK,USD,Common Stock
AGYP,Allied Energy Corporation,USA,PINK,USD,Common Stock
AGYS,"Agilysys, Inc",USA,NASDAQ,USD,Common Stock
AGYTF,Allergy Therapeutics plc,USA,PINK,USD,Common Stock
AGZNF,Aegean Airlines S.A,USA,PINK,USD,Common Stock
AHAC,Alpha Healthcare Acquisition Corp,USA,NASDAQ,USD,Common Stock
AHACU,Alpha Healthcare Acquisition Corp,USA,NASDAQ,USD,Common Stock
AHACW,Alpha Healthcare Acquisition Corp,USA,NASDAQ,USD,Common Stock
AHAD,"Alphacom Holdings, Inc",USA,OTCCE,USD,Common Stock
AHAG,"Alpha Technologies Group, Inc",USA,PINK,USD,Common Stock
AHAHF,Design Milk Co Limited,USA,PINK,USD,Common Stock
AHC,A.H. Belo Corporation,USA,NYSE,USD,Common Stock
AHCCF,Apollo Healthcare Corp,USA,OTCQX,USD,Common Stock
AHCD,"Archival CD, Inc",USA,OTCGREY,USD,Common Stock
AHCHF,Anhui Conch Cement Company Limited,USA,PINK,USD,Common Stock
AHCHY,Anhui Conch Cement Company Limited,USA,PINK,USD,Common Stock
AHCO,AdaptHealth Corp,USA,NASDAQ,USD,Common Stock
AHELF,American Helium Inc,USA,PINK,USD,Common Stock
AHEXF,Adecco Group AG,USA,PINK,USD,Common Stock
AHEXY,Adecco Group AG,USA,PINK,USD,Common Stock
AHFCF,Flow Capital Corp,USA,OTCGREY,USD,Common Stock
AHFD,"Active Health Foods, Inc",USA,PINK,USD,Common Stock
AHFI,"Absolute Health and Fitness, Inc",USA,PINK,USD,Common Stock
AHGHF,Althea Group Holdings Limited,USA,PINK,USD,Common Stock
AHGIF,Alternate Health Corp,USA,PINK,USD,Common Stock
AHH,"Armada Hoffler Properties, Inc",USA,NYSE,USD,Common Stock
AHICF,"Asahi Intecc Co., Ltd",USA,OTCGREY,USD,Common Stock
AHII,American Heritage International Inc,USA,OTCCE,USD,Common Stock
AHIX,"Aluf Holdings, Inc",USA,PINK,USD,Common Stock
AHIXD,"Aluf Holdings, Inc",USA,PINK,USD,Common Stock
AHKSF,Asahi Kasei Corporation,USA,PINK,USD,Common Stock
AHKSY,Asahi Kasei Corporation,USA,PINK,USD,Common Stock
AHLD,Atd New Holdings Inc,USA,OTCGREY,USD,Common Stock
AHNMF,Archon Minerals Limited,USA,PINK,USD,Common Stock
AHNR,Athena Gold Corporation,USA,OTCQB,USD,Common Stock
AHODF,Koninklijke Ahold Delhaize N.V,USA,OTCQX,USD,Common Stock
AHOTF,American Hotel Income Properties REIT LP,USA,OTCQX,USD,Common Stock
AHPI,"Allied Healthcare Products, Inc",USA,NASDAQ,USD,Common Stock
AHROQ,AtheroNova Inc,USA,OTCCE,USD,Common Stock
AHT,"Ashford Hospitality Trust, Inc",USA,NYSE,USD,Common Stock
AHWSF,Athens Water Supply and Sewerage Company S.A,USA,PINK,USD,Common Stock
AI,"C3.ai, Inc",USA,NYSE,USD,Common Stock
AIABF,AirAsia Group Berhad,USA,PINK,USD,Common Stock
AIAGF,Aurubis AG,USA,OTCGREY,USD,Common Stock
AIAGY,Aurubis AG,USA,PINK,USD,Common Stock
AIAPF,Ascential plc,USA,OTCGREY,USD,Common Stock
AIBEF,Air Berlin PLC,USA,PINK,USD,Common Stock
AIBGY,AIB Group plc,USA,PINK,USD,Common Stock
AIBRF,AIB Group plc,USA,OTCGREY,USD,Common Stock
AIC,Arlington Asset Investment Corp. 6.75% SR NT 25,USA,NYSE,USD,Common Stock
AICAF,Air China Limited,USA,PINK,USD,Common Stock
AIDA,"Aida Pharmaceuticals, Inc",USA,PINK,USD,Common Stock
AIFIF,Asia Financial Holdings Limited,USA,OTCGREY,USD,Common Stock
AIFLY,Aiful Corporation,USA,PINK,USD,Common Stock
AIFM,"AIFarm, Ltd",USA,PINK,USD,Common Stock
AIFS,"Agent Information Software, Inc",USA,PINK,USD,Common Stock
AIG,"American International Group, Inc",USA,NYSE,USD,Common Stock
AIGI,"Axia International Group, Inc",USA,OTCCE,USD,Common Stock
AIH,Aesthetic Medical International Holdings Group Limited,USA,NASDAQ,USD,Common Stock
AIHS,Senmiao Technology Limited,USA,NASDAQ,USD,Common Stock
AIIXY,AIXTRON SE,USA,OTCGREY,USD,Common Stock
AIKI,AIkido Pharma Inc,USA,NASDAQ,USD,Common Stock
AIKO,Alternative Investment Corporation,USA,PINK,USD,Common Stock
AILIH,Ameren Illinois Company,USA,PINK,USD,Common Stock
AILIM,Ameren Illinois Company,USA,PINK,USD,Common Stock
AILIN,Ameren Illinois Company,USA,PINK,USD,Common Stock
AILIO,Ameren Illinois Company PFD 4.26%,USA,PINK,USD,Common Stock
AILIP,Ameren Illinois Company PFD 4.20%,USA,PINK,USD,Common Stock
AILLI,Ameren Illinois Company,USA,PINK,USD,Common Stock
AILLL,Ameren Illinois Company,USA,PINK,USD,Common Stock
AILLM,Ameren Illinois Company,USA,PINK,USD,Common Stock
AILLN,Ameren Illinois Company,USA,PINK,USD,Common Stock
AILLO,Ameren Illinois Company,USA,PINK,USD,Common Stock
AILLP,Ameren Illinois Company PFD 4%,USA,PINK,USD,Common Stock
AILNP,Ameren Illinois Company PFD 7.75%,USA,PINK,USD,Common Stock
AILQF,AirIQ Inc,USA,OTCGREY,USD,Common Stock
AIM,AIM ImmunoTech Inc,USA,AMEX,USD,Common Stock
AIMC,Altra Industrial Motion Corp,USA,NASDAQ,USD,Common Stock
AIMFF,Aimia Inc,USA,PINK,USD,Common Stock
AIMH,Aimrite Holdings Corporation,USA,PINK,USD,Common Stock
AIN,Albany International Corp,USA,NYSE,USD,Common Stock
AINC,Ashford Inc,USA,NYSE MKT,USD,Common Stock
AINPF,Ain Holdings Inc,USA,OTCGREY,USD,Common Stock
AINSF,Ainsworth Game Technology Limited,USA,PINK,USD,Common Stock
AINV,Apollo Investment Corporation,USA,NASDAQ,USD,Common Stock
AIOM,"Axiom Holdings, Inc",USA,OTCCE,USD,Common Stock
AIOSF,"Atresmedia Corporación de Medios de Comunicación, S.A",USA,OTCGREY,USD,Common Stock
AIPG,AI Technology Group Inc,USA,PINK,USD,Common Stock
AIPUY,Airports of Thailand Public Company Limited,USA,PINK,USD,Common Stock
AIQUF,L'Air Liquide S.A,USA,PINK,USD,Common Stock
AIQUY,L'Air Liquide S.A,USA,PINK,USD,Common Stock
AIR,AAR Corp,USA,NYSE,USD,Common Stock
AIRC,Apartment Income REIT Corp,USA,NYSE,USD,Common Stock
AIRG,"Airgain, Inc",USA,NASDAQ,USD,Common Stock
AIRI,Air Industries Group,USA,NYSE MKT,USD,Common Stock
AIRO,Airspan Networks Inc,USA,PINK,USD,Common Stock
AIRRF,Aurion Resources Ltd,USA,OTCQX,USD,Common Stock
AIRT,"Air T, Inc",USA,NASDAQ,USD,Common Stock
AIRTP,"Air T, Inc",USA,NASDAQ,USD,Common Stock
AIRTW,"Air T, Inc",USA,NASDAQ,USD,Common Stock
AIRYY,Air China Limited,USA,PINK,USD,Common Stock
AISSF,A.I.S. Resources Limited,USA,OTCQB,USD,Common Stock
AIT,"Applied Industrial Technologies, Inc",USA,NYSE,USD,Common Stock
AITA,Wunong Asia Pacific Company Limited,USA,PINK,USD,Common Stock
AITUF,Anritsu Corporation,USA,OTCGREY,USD,Common Stock
AITUY,Anritsu Corporation,USA,OTCGREY,USD,Common Stock
AITVF,Asian Television Network International Limited,USA,PINK,USD,Common Stock
AITX,Artificial Intelligence Technology Solutions Inc,USA,PINK,USD,Common Stock
AIV,Apartment Investment and Management Company,USA,NYSE,USD,Common Stock
AIVAF,Aviva plc,USA,PINK,USD,Common Stock
AIVN,"American International Ventures, Inc",USA,PINK,USD,Common Stock
AIW,Arlington Asset Investment Corp,USA,NYSE,USD,Common Stock
AIXN,"AiXin Life International, Inc",USA,OTCQX,USD,Common Stock
AIXXF,AIXTRON SE,USA,PINK,USD,Common Stock
AIZ,"Assurant, Inc",USA,NYSE,USD,Common Stock
AIZN,AIZN,USA,NYSE,USD,Common Stock
AIZP,"Assurant, Inc",USA,NYSE,USD,Common Stock
AJAX,Ajax I,USA,NYSE,USD,Common Stock
AJAX-U,Ajax I,USA,NYSE,USD,Common Stock
AJG,Arthur J. Gallagher & Co,USA,NYSE,USD,Common Stock
AJIA,"Ajia Innogroup Holdings, Ltd",USA,PINK,USD,Common Stock
AJINY,"Ajinomoto Co., Inc",USA,PINK,USD,Common Stock
AJLGF,AJ Lucas Group Limited,USA,OTCGREY,USD,Common Stock
AJMPF,Ashmore Group PLC,USA,PINK,USD,Common Stock
AJOY,Ayujoy Herbals Ltd,USA,PINK,USD,Common Stock
AJRD,"Aerojet Rocketdyne Holdings, Inc",USA,NYSE,USD,Common Stock
AJX,Great Ajax Corp,USA,NYSE,USD,Common Stock
AJXA,Great Ajax Corp. 7.25 CV SR NT 24,USA,NYSE,USD,Common Stock
AJXGF,AgJunction Inc,USA,PINK,USD,Common Stock
AKAAF,Aker ASA,USA,PINK,USD,Common Stock
AKABY,ALK-Abelló A/S,USA,PINK,USD,Common Stock
AKAFF,Akatsuki Inc,USA,PINK,USD,Common Stock
AKAM,"Akamai Technologies, Inc",USA,NASDAQ,USD,Common Stock
AKAOQ,"Achaogen, Inc",USA,PINK,USD,Common Stock
AKAVF,Envirotek Remediation Inc,USA,OTCGREY,USD,Common Stock
AKBA,"Akebia Therapeutics, Inc",USA,NASDAQ,USD,Common Stock
AKBIF,"Akebono Brake Industry Co., Ltd",USA,PINK,USD,Common Stock
AKBLF,ALK-Abelló A/S,USA,PINK,USD,Common Stock
AKBTY,Akbank T.A.S,USA,OTCQX,USD,Common Stock
AKCCF,Aker Carbon Capture AS,USA,PINK,USD,Common Stock
AKEJF,"ARIAKE JAPAN Co., Ltd",USA,OTCGREY,USD,Common Stock
AKER,"Akers Biosciences, Inc",USA,NASDAQ,USD,Common Stock
AKIC,Sports Ventures Acquisition Corp,USA,NASDAQ,USD,Common Stock
AKICU,Sports Ventures Acquisition Corp,USA,NASDAQ,USD,Common Stock
AKICW,Sports Ventures Acquisition Corp,USA,NASDAQ,USD,Common Stock
AKKVF,Akastor ASA,USA,PINK,USD,Common Stock
AKO-A,Embotelladora Andina S.A,USA,NYSE,USD,Common Stock
AKO-B,Embotelladora Andina S.A,USA,NYSE,USD,Common Stock
AKOWF,AKOWF,USA,PINK,USD,Common Stock
AKR,Acadia Realty Trust,USA,NYSE,USD,Common Stock
AKRFF,Ackroo Inc,USA,PINK,USD,Common Stock
AKRO,"Akero Therapeutics, Inc",USA,NASDAQ,USD,Common Stock
AKRRF,Philly Shipyard ASA,USA,PINK,USD,Common Stock
AKRTF,Aker Solutions ASA,USA,OTCGREY,USD,Common Stock
AKRYY,Akastor ASA,USA,PINK,USD,Common Stock
AKSJF,Sberbank of Russia,USA,PINK,USD,Common Stock
AKSY,Aksys Ltd,USA,OTCCE,USD,Common Stock
AKTAF,AKITA Drilling Ltd,USA,PINK,USD,Common Stock
AKTS,"Akoustis Technologies, Inc",USA,NASDAQ,USD,Common Stock
AKTX,"Akari Therapeutics, Plc",USA,NASDAQ,USD,Common Stock
AKU,Akumin Inc,USA,NASDAQ,USD,Common Stock
AKUS,"Akouos, Inc",USA,NASDAQ,USD,Common Stock
AKVA,Arkanova Energy Corporation,USA,PINK,USD,Common Stock
AKZOF,Akzo Nobel N.V,USA,OTCQX,USD,Common Stock
AKZOY,Akzo Nobel N.V,USA,OTCQX,USD,Common Stock
AL,Air Lease Corporation,USA,NYSE,USD,Common Stock
ALABF,Aurora Labs Limited,USA,PINK,USD,Common Stock
ALAC,Alberton Acquisition Corporation,USA,NASDAQ,USD,Common Stock
ALACR,Alberton Acquisition Corporation RT,USA,NASDAQ,USD,Common Stock
ALACU,Alberton Acquisition Corporation,USA,NASDAQ,USD,Common Stock
ALACW,Alberton Acquisition Corporation,USA,NASDAQ,USD,Common Stock
ALAN,"Alanco Technologies, Inc",USA,PINK,USD,Common Stock
ALARK,Alarko Holding AS,USA,,USD,Common Stock
ALB,Albemarle Corporation,USA,NYSE,USD,Common Stock
ALBAF,Alba Mineral Resources plc,USA,PINK,USD,Common Stock
ALBBY,Alibaba Health Information Technology Limited,USA,PINK,USD,Common Stock
ALBHF,Alibaba Health Information Technology Limited,USA,PINK,USD,Common Stock
ALBKF,Alpha Bank A.E,USA,PINK,USD,Common Stock
ALBKY,Alpha Bank A.E,USA,PINK,USD,Common Stock
ALBO,"Albireo Pharma, Inc",USA,NASDAQ,USD,Common Stock
ALBY,"Community Capital Bancshares, Inc",USA,OTCQX,USD,Common Stock
ALC,Alcon Inc,USA,NYSE,USD,Common Stock
ALCCF,Alicanto Minerals Limited,USA,OTCGREY,USD,Common Stock
ALCN,Atlantic Central Enterprise Ltd,USA,OTCCE,USD,Common Stock
ALCO,"Alico, Inc",USA,NASDAQ,USD,Common Stock
ALDA,"Atlantica, Inc",USA,PINK,USD,Common Stock
ALDNF,Aladdin Healthcare Technologies SE,USA,PINK,USD,Common Stock
ALDS,"APPlife Digital Solutions, Inc",USA,OTCQB,USD,Common Stock
ALDVF,Kiplin Metals Inc,USA,PINK,USD,Common Stock
ALDX,"Aldeyra Therapeutics, Inc",USA,NASDAQ,USD,Common Stock
ALE,"ALLETE, Inc",USA,NYSE,USD,Common Stock
ALEAF,Aleafia Health Inc,USA,OTCQX,USD,Common Stock
ALEC,"Alector, Inc",USA,NASDAQ,USD,Common Stock
ALEDY,Allied Group Limited,USA,PINK,USD,Common Stock
ALEGF,Allegro.eu SA,USA,PINK,USD,Common Stock
ALEQP,Alta Equipment Group Inc,USA,PINK,USD,Common Stock
ALEX,"Alexander & Baldwin, Inc",USA,NYSE,USD,Common Stock
ALFDF,Astral Foods Limited,USA,OTCGREY,USD,Common Stock
ALFFF,"Alfa, S.A.B. de C.V",USA,PINK,USD,Common Stock
ALFNF,Alfen N.V,USA,PINK,USD,Common Stock
ALFVF,Alfa Laval AB (publ),USA,PINK,USD,Common Stock
ALFVY,Alfa Laval AB (publ),USA,PINK,USD,Common Stock
ALG,Alamo Group Inc,USA,NYSE,USD,Common Stock
ALGDF,Algold Resources Ltd,USA,OTCGREY,USD,Common Stock
